page|182
资本公积|38|6,275,980,983.51|6,275,980,983.51|6,280,350,949.87|6,280,350,949.87
其他综合收益|39|51,544,275.08|3,427,401.71|51,544,275.08|12,679,566.62
盈余公积|40|647,833,857.90|611,391,985.83|647,833,857.90|611,391,985.83
一般风险准备|41|1,475,659,902.66|1,371,608,231.82|1,313,595,618.36|1,226,925,160.48
未分配利润|42|1,342,945,636.93|1,095,014,071.61|962,993,744.42|819,741,267.38
归属于母公司股东权益合计|||14,009,506,628.08   13,572,964,646.48||
少数股东权益||501,326,560.42|468,934,420.09||
股东权益合计|||14,510,833,188.50   14,041,899,066.57   13,471,860,417.63   13,166,630,902.18||
负债和股东权益总计|||66,308,135,251.37   63,167,126,406.25   61,503,202,328.41   59,468,899,390.03||
page|184
项目|附注六|合并||母公司|
||2019 年度|2018 年度|2019 年度|2018 年度
一、营业收入|||3,560,208,077.82  2,122,602,077.80  2,329,314,283.85   1,275,154,855.00||
利息净收入(支出以"-"号填列)|43||534,205,217.41  -506,497,065.98|446,111,491.37|-614,304,967.50
其中：利息收入|||2,123,767,499.12  1,270,838,773.52  2,029,496,622.94   1,159,929,379.78||
利息支出|||1,589,562,281.71  1,777,335,839.50  1,583,385,131.57   1,774,234,347.28||
手续费及佣金净收入|44||1,475,116,880.43  1,200,641,545.70  1,074,724,002.77||798,437,055.47
其中：经纪业务手续费净收入|||543,058,494.27   523,847,363.08|414,610,657.95|336,471,682.27
投资银行业务手续费净收入|||357,899,288.69   261,658,958.23|357,899,288.69|261,658,958.23
资产管理业务手续费净收入|||296,881,649.20   191,957,107.19|287,538,362.70|187,121,666.04
投资收益(损失以"-"号填列)|45||760,118,899.50  1,245,956,723.78||684,744,456.78   1,149,710,845.53
其中：对联营企业和合营企业的投资收益||34,299,918.38|688,600.09|-|-
以摊余成本计量的金融资产终止确认 产生的投资收益||2,754,136.46|-|2,754,136.46|-
其他收益|49|22,100,479.43|34,879,046.74|7,704,864.97|10,829,258.20
公允价值变动收益(损失以"-"号填列)|46||219,576,692.04   -87,553,001.09|106,575,247.48|-79,269,093.54
汇兑收益||729,341.74|4,385,911.76|213,818.86|481,530.31
其他业务收入|47||548,360,567.27   230,809,570.46|9,240,401.62|9,270,226.53
资产处臵收益(损失以"-"号填列)|48|0.0-|-20,653.57|-|-
二、营业支出|||2,844,724,197.63  1,974,276,707.37  1,856,337,145.36   1,258,616,913.23||
税金及附加|50|21,252,507.39|26,421,982.88|18,311,670.34|24,192,498.70
业务及管理费|51||1,848,957,348.80  1,560,546,336.89  1,406,680,103.07   1,124,704,997.48||
资产减值损失|52||164,298,733.62||108,669,151.07
信用减值损失|53|430,931,706.18||430,311,149.13|
其他资产减值损失|54|2,580,000.00||-|
其他业务成本|55||541,002,635.26   223,009,653.98|1,034,222.82|1,050,265.98
三、营业利润(亏损以"-"号填列)|||715,483,880.19   148,325,370.43|472,977,138.49|16,537,941.77
加：营业外收入|56|6,242,315.01|3,616,389.88|1,095,414.39|903,235.65
减：营业外支出|56|4,997,100.28|9,996,918.62|4,689,534.19|9,305,420.52
四、利润总额(亏损总额以"-"号填列)|||716,729,094.92   141,944,841.69|469,383,018.69|8,135,756.90
减：所得税费用|57|172,845,438.68|30,075,160.41|104,964,298.04|-1,684,714.68
五、净利润(净亏损以"-"号填列)|||543,883,656.24   111,869,681.28|364,418,720.65|9,820,471.58
(一)按经营持续性分类：|||||
1.持续经营净利润(净亏损以"-"号填列)|||543,883,656.24   111,869,681.28|364,418,720.65|9,820,471.58
2.终止经营净利润(净亏损以"-"号填列)|||-  -|-|-
(二)按所有权归属分类：|||||
1.归属于母公司股东的净利润||487,716,781.47|73,142,828.57||
2.少数股东损益||56,166,874.77|38,726,852.71||
六、其他综合收益的税后净额|||30,845,398.40   -12,715,585.69|30,845,398.40|12,531,195.84
归属于母公司股东的其他综合收益的税后净额|39|30,845,398.40|-2,309,543.79||
(一)以后将重分类进损益的其他综合收益||30,845,398.40|-2,309,543.79|30,845,398.40|12,531,195.84
1.其他债权投资公允价值变动||23,071,016.02||23,071,016.02|
2.可供出售金融资产公允价值变动损益|||-2,309,543.79||12,531,195.84
3.其他债权投资信用损失准备||7,774,382.38||7,774,382.38|
归属于少数股东的其他综合收益的税后净额|||0.00   -10,406,041.90||
七、综合收益总额||574,729,054.64|99,154,095.59|395,264,119.05|22,351,667.42
归属于母公司股东的综合收益总额||518,562,179.87|70,833,284.78||
归属于少数股东的综合收益总额||56,166,874.77|28,320,810.81||
八、每股收益|58||||
(一)基本每股收益（元/股）||0.12|0.02||
(二)稀释每股收益（元/股）||0.12|0.02||
page|185
项目|附注六|合并||母公司|
||本年发生额|上年发生额|本年发生额|上年发生额
一、经营活动产生的现金流量：|||||
处臵以公允价值计量且其变动入当期 损益的金融资产/负债收到的现金净额|||4,478,099,774.82||4,022,092,914.13
处臵交易性金融资产/负债收到的现金 净额||413,041,191.25||689,474,281.67|
收取利息、手续费及佣金的现金||3,002,509,710.59|2,622,323,089.71|2,496,419,560.46|2,094,748,371.28
拆入资金净增加额||-|3,400,000,000.00|-|3,400,000,000.00
回购业务资金净增加额||3,523,835,293.99|-|3,361,903,817.01|-
融出资金净减少额||-|2,438,231,986.06|-|2,438,231,986.06
代理买卖证券收到的现金净额||2,914,105,813.23|-|2,670,577,445.95|-
收到其他与经营活动有关的现金|60 (1)|589,952,122.24|647,506,148.94|18,743,573.58|42,232,911.70
经营活动现金流入小计|||10,443,444,131.30   13,586,160,999.53   9,237,118,678.67   11,997,306,183.17||
支付利息、手续费及佣金的现金|||843,096,402.62    1,029,043,680.70|837,594,979.95|911,379,558.92
拆入资金净减少额||1,210,000,000.00||-   1,210,000,000.00|-
回购业务资金净减少额|||-    4,479,649,435.10|-|4,297,832,213.65
融出资金净增加额||1,420,505,682.45||-   1,420,505,682.45|-
代理买卖证券支付的现金净额|||-    2,496,433,652.22|-|1,922,416,873.40
支付给职工以及为职工支付的现金||959,125,185.01|1,078,607,293.89|738,448,059.26|849,579,330.93
支付的各项税费||357,724,795.68|260,272,175.51|299,983,993.07|170,656,838.82
支付其他与经营活动有关的现金|60 (2)|1,833,982,949.52|5,738,288,095.49|546,243,938.92|5,624,636,100.25
经营活动现金流出小计|||6,624,435,015.28  15,082,294,332.91   5,052,776,653.65   13,776,500,915.97||
经营活动产生的现金流量净额|59 (1)||3,819,009,116.02  -1,496,133,333.38   4,184,342,025.02   -1,779,194,732.80||
二、投资活动产生的现金流量：|||||
收回投资收到的现金||1,252,000,000.00|714,162,052.70|1,180,000,000.00|710,000,000.00
取得投资收益收到的现金||807,844,022.43|421,018,937.63|839,186,517.27|443,399,639.17
处臵固定资产、无形资产和其他     长期资产收回的现金净额||117,187.96|111,634.02|114,920.27|102,199.54
处臵子公司及其他营业单位收到    的现金净额|60 (3)|-|49,077.11|-|-
收到其他与投资活动有关的现金|60 (4)|261,679.81|208,092.78|-|-
投资活动现金流入小计||2,060,222,890.20||1,135,549,794.24   2,019,301,437.54    1,153,501,838.71|
投资支付的现金||1,783,369,415.75||69,000,000.00   1,629,369,415.75|
购建固定资产、无形资产和   其他长期资产支付的现金||106,306,920.35|105,379,667.65|93,405,954.22|90,786,098.60
支付其他与投资活动有关的现金|60 (5)|813,914.97||-   -|-
投资活动现金流出小计||1,890,490,251.07||174,379,667.65   1,722,775,369.97|90,786,098.60
投资活动产生的现金流量净额||169,732,639.13|961,170,126.59|296,526,067.57|1,062,715,740.11
三、筹资活动产生的现金流量：|||||
发行债券收到的现金||2,508,430,000.00||7,493,570,000.00   2,508,430,000.00|7,493,570,000.00
筹资活动现金流入小计||2,508,430,000.00||7,493,570,000.00   2,508,430,000.00|7,493,570,000.00
偿还债务支付的现金||3,484,300,000.00||7,813,163,200.00   3,484,300,000.00|7,813,163,200.00
分配股利、利润或偿付利息支付的现金||929,511,264.41|1,098,958,609.31|905,748,853.94|1,078,708,368.45
其中：子公司支付给少数股东的       股利、利润||23,762,410.47|20,240,817.86||
筹资活动现金流出小计||4,413,811,264.41||8,912,121,809.31   4,390,048,853.94|8,891,871,568.45
筹资活动产生的现金流量净额|||-1,905,381,264.41  -1,418,551,809.31   -1,881,618,853.94   -1,398,301,568.45||
四、汇率变动对现金及现金等价物       的影响||721,699.74|4,371,805.76|213,818.86|481,530.31
五、现金及现金等价物净增加额|||2,084,082,190.48   -1,949,143,210.34|2,599,463,057.51|-2,114,299,030.83
加：年初现金及现金等价物余额|59 (2)||10,502,678,828.05   12,451,822,038.39|8,397,692,311.43|10,511,991,342.26
六、年末现金及现金等价物余额|59 (2)||12,586,761,018.53   10,502,678,828.05  10,997,155,368.94||8,397,692,311.43
page|186
项目|合并|||||||
|归属于母公司股东权益||||||少数股东权益|股东权益合计
|股本|资本公积|其他综合收益|盈余公积|一般风险准备|未分配利润||
一、2018 年 12 月 31 日余额||4,215,541,972.00  6,275,980,983.51||3,427,401.71  611,391,985.83  1,371,608,231.82||1,095,014,071.61|468,934,420.09|14,041,899,066.57
加：会计政策变更(附注三、30)|-|-|17,271,474.97|-|-|-14,980,833.80|-12,323.97|2,278,317.20
二、2019 年 1 月 1 日余额||4,215,541,972.00  6,275,980,983.51||20,698,876.68  611,391,985.83  1,371,608,231.82||1,080,033,237.81|468,922,096.12|14,044,177,383.77
三、本年增减变动金额|-|-|30,845,398.40|36,441,872.07|104,051,670.84|262,912,399.12|32,404,464.30|466,655,804.73
(一)综合收益总额|-|-|30,845,398.40|-|-|487,716,781.47|56,166,874.77|574,729,054.64
(二)利润分配|-|-|-|36,441,872.07|104,051,670.84|-224,804,382.35|-23,762,410.47|-108,073,249.91
1、提取盈余公积|-|-|-|36,441,872.07|-|-36,441,872.07|-|-
2、提取一般风险准备金|-|-|-|-|104,051,670.84|-104,051,670.84|-|-
3、对股东的分配|-|-|-|-|-|-84,310,839.44|-23,762,410.47|-108,073,249.91
四、2019 年 12 月 31 日余额||4,215,541,972.00  6,275,980,983.51||51,544,275.08  647,833,857.90  1,475,659,902.66||1,342,945,636.93|501,326,560.42|14,510,833,188.50
